id,url,channelName,channelUrl,categoryId,categoryName,title,description,thumbnailUrl,tags,durationString,durationSeconds,viewsCount,likesCount,dislikesCount,favouritesCount,commentsCount,engagementsCount,engagementRate,video_id
bEIRB4wq3SI,https://www.youtube.com/watch?v=bEIRB4wq3SI,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,"Jade Osei-Osafo, Financial Institutions Group | What it means to be an asset manager | BlackRock","Justine Duffin, an investment strategist, chose to work in asset management because she wanted to work in an industry that impacted different parts of the economy. |  | Who is an asset manager?  | Meet the different women at BlackRock, learn more about what it means to be an asset manager, why they chose to work in the asset management space and the different pieces of advice they have for other women interested in becoming one. | #IamanAssetManager #WeareBlackRock #WomenatBlackRock |  | Subscribe to watch more from our #IamanAssetManager Series. |  | Learn more about the opportunities available at BlackRock: | https://bit.ly/2FoLOyC  |  | Join the conversation! | Twitter: https://twitter.com/blackrock  | Facebook: https://www.facebook.com/blackrock/  | LinkedIn: https://www.linkedin.com/company/blackrock/ | Instagram: https://www.instagram.com/blackrock/",https://i.ytimg.com/vi/bEIRB4wq3SI/maxresdefault.jpg,"blackrock,finance,Women in Asset Management,Women in finance,Product Strategist,Analyst at BlackRock,Working at BlackRock,We are BlackRock,BlackRock,BlackRock employees,Women at BlackRock,Working in Finance,Girlboss,Career Plans,Career Goals,Career Advice",00:01:05,65,1304,8,0,0,0,8,0.006134969,351
O7UedtpzAjw,https://www.youtube.com/watch?v=O7UedtpzAjw,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Delivering a sustainable future,Jeremy Lawson on #ClimateChange. What should the investment industry do? #ASIForum,https://i.ytimg.com/vi/O7UedtpzAjw/maxresdefault.jpg,"Jeremy Lawson,ASI,Aberdeen Standard Investments,Standard Life Aberdeen,ASI Research Institute,SLA,Global Investment Forum",00:01:03,63,34,0,0,0,0,0,0.0,355
xG8HMmj4rek,https://www.youtube.com/watch?v=xG8HMmj4rek,HSBC,https://www.youtube.com/channel/UCTbuSzdKMgyVRjlr1EWE-gg,27,Education,''Passing'' at work: Florence's story,"This is the story of our HSBC colleague, Florence.  | A lot of people in the LGBT+ community feel they need to 'pass' as straight. At a time we can't come together as normal, we need more visibility than ever.  | We support your journey and wish you a happy Pride, being exactly who you are.  |  | Subscribe to our YouTube channel: http://grp.hsbc/subscribe   |  | HSBC is one of the largest banking and financial services organisation in the world, proudly serving more than 40 million customers. On this channel, we're sharing information about our brand and values, our sponsorships and technology stories, and what it's like to work for us.  |  | Connect with us to get our latest updates:  | Visit our website: https://www.hsbc.com/  | Follow us on LinkedIn: https://www.linkedin.com/company/hsbc | Like us on Facebook: https://www.facebook.com/hsbc | Follow us on Twitter: https://twitter.com/HSBC | Follow us on Instagram: https://www.instagram.com/hsbc |  | #HSBC #HSBCPride",https://i.ytimg.com/vi/xG8HMmj4rek/maxresdefault.jpg,"hsbc,hsbc global,Passing at work,Passing,hsbc pride,LGBT,LGBT+,Pride,Pride 2020",00:01:00,60,1709,0,0,0,0,0,0.0,365
C11bdZ_CA5M,https://www.youtube.com/watch?v=C11bdZ_CA5M,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Aberdeen Standard Investments Active Equities Capabilities,How can active equity investing deliver great outcomes?,https://i.ytimg.com/vi/C11bdZ_CA5M/maxresdefault.jpg,"Equity,Equities,ASI,Aberdeen Standard Investments,ASI Equities",00:00:59,59,708266,1,0,0,0,1,1.41e-06,367
ORxKlU8dIgo,https://www.youtube.com/watch?v=ORxKlU8dIgo,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,ASI Ladies Scottish Open 2019 Mystery Player - Episode 3,Recognise this star of the Aberdeen Standard Investments Ladies Scottish Open? |  | #ASILSO,https://i.ytimg.com/vi/ORxKlU8dIgo/maxresdefault.jpg,"golf,aberdeen standard investments,scotland,ladies scottish open,christina kim",00:00:58,58,32,0,0,0,0,0,0.0,370
IaZrot5TEmY,https://www.youtube.com/watch?v=IaZrot5TEmY,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,ASI Ladies Scottish Open 2019 Mystery Player - Episode 5,"Watch celebrity caricaturist, Spot on George reveal the identity of one of the stars in the field at the Aberdeen Standard Investments Ladies Scottish Open. |  | #ASILSO",https://i.ytimg.com/vi/IaZrot5TEmY/maxresdefault.jpg,"golf,muni he,lily muni he,aberdeen standard investments,ladies scottish open,scotland",00:00:56,56,59,0,0,0,0,0,0.0,373
Ot6b8lGpG-8,https://www.youtube.com/watch?v=Ot6b8lGpG-8,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,Supporting communities | Beirut,"In response to the tragic explosion in the Port of #Beirut in August, BlackRock and our employees are supporting communities in Lebanon by contributing to organizations such as Red Cross Lebanon, Arcenciel and Saint George Hospital who are leading the rebuilding efforts on the ground.",https://i.ytimg.com/vi/Ot6b8lGpG-8/maxresdefault.jpg,"Supporting local communities,Social Impact,Rebuilding in Beirut,BlackRock social impact,Local impact,Rebuilding in Lebanon,Red Cross Lebanon,Arcenciel,Saint George Hospital",00:00:56,56,492,11,1,0,2,14,0.028455285,375
E12fhcXVi2s,https://www.youtube.com/watch?v=E12fhcXVi2s,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,ASI Ladies Scottish Open 2019 Mystery Player - Episode 1,Guess the mystery player at the Aberdeen Standard Investments Ladies Scottish Open before the clock runs out. |  | #ASILSO,https://i.ytimg.com/vi/E12fhcXVi2s/maxresdefault.jpg,"golf,scotland,ladies scottish open,carly booth",00:00:48,48,61,0,0,0,0,0,0.0,385
tMHi1VP088Y,https://www.youtube.com/watch?v=tMHi1VP088Y,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,Advancing Sustainability | Global Renewable Power,We’re proud to be supporting innovation in renewable energy on behalf of our clients. Watch to learn how we’re helping to build a more sustainable future and transition the planet to a #netzero economy. |  | For audio description version: https://youtu.be/EtlB3Dgled0,https://i.ytimg.com/vi/tMHi1VP088Y/maxresdefault.jpg,"Financial Wellbeing,Economic Outlook,BlackRock,BlackRock Bottom Line,Investing in your financial wellbeing,BlackRock Bulletin,Investment Outlook,Larry Fink,BlackRock Investment Institute,BlackRock Investment Outlook,BlackRock Investment Strategists,BlackRock Weekly Commentary",00:00:46,46,316,0,0,0,0,0,0.0,390
pN06NMSj3n0,https://www.youtube.com/watch?v=pN06NMSj3n0,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,Advancing sustainability | Reducing deforestation,We're helping to reduce our carbon footprint by planting trees around the globe. Watch to learn more about how we're advancing sustainability in our communities. |  | For audio description version: https://youtu.be/XvksIDoU3ck,https://i.ytimg.com/vi/pN06NMSj3n0/default.jpg,"Financial Wellbeing,Economic Outlook,BlackRock,BlackRock Bottom Line,Investing in your financial wellbeing,BlackRock Bulletin,Investment Outlook,Larry Fink,BlackRock Investment Institute,BlackRock Investment Outlook,BlackRock Investment Strategists,BlackRock Weekly Commentary",00:00:43,43,118,0,0,0,0,0,0.0,393
Mf-pGZ866Pg,https://www.youtube.com/watch?v=Mf-pGZ866Pg,Fidelity Investments,https://www.youtube.com/channel/UCwp9GbPASoPs6BIxVWm_-2A,26,Howto & Style,How Trends Can Spark Investing Ideas | Fidelity,"A trading plan can be used to clearly define your trading objectives and help you achieve them. |  |  |  | 829400.1.0 |  |  | Fidelity Brokerage Services LLC, Member NYSE, SIPC, 900 Salem Street, Smithfield, RI 02917",https://i.ytimg.com/vi/Mf-pGZ866Pg/maxresdefault.jpg,"fidelity investments,get up and trade,investing trends,investing ideas,trading plans,fidelity stock screener",00:00:39,39,886,6,0,0,0,6,0.006772009,397
S4r5mK72lp4,https://www.youtube.com/watch?v=S4r5mK72lp4,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Martina Navratilova at the ASI Diversity Summit 2019,"Hear from Martina Navratilova on why events, such as the ASI Diversity Summit, are key to affecting the pace of change.",https://i.ytimg.com/vi/S4r5mK72lp4/maxresdefault.jpg,"martina navratilova,diversity and inclusion",00:00:37,37,331,3,0,0,0,3,0.009063444,399
ubxoZqWwIJo,https://www.youtube.com/watch?v=ubxoZqWwIJo,FranklinTempletonTV,https://www.youtube.com/channel/UC5TMcPB-LGCybX-h0JtWnOQ,27,Education,A GREAT PLACE TO WORK,,https://i.ytimg.com/vi/ubxoZqWwIJo/maxresdefault.jpg,,00:00:33,33,602,4,0,0,0,4,0.006644518,403
82lSinALtOE,https://www.youtube.com/watch?v=82lSinALtOE,BlackRock,https://www.youtube.com/channel/UC61MWzrpcsazp23LOxCsTcg,27,Education,"Taylor Fitzgerald, Analyst | What it means to be an asset manager | BlackRock","Taylor Fitzgerald, an analyst, chose to work in asset management because it enables her to practice qualitative and quantitative skills and also meet people she wouldn't have met otherwise. |  | Who is an asset manager?  | Meet the different women at BlackRock, learn more about what it means to be an asset manager, why they chose to work in the asset management space and the different pieces of advice they have for other women interested in becoming one. | #IamanAssetManager #WeareBlackRock #WomenatBlackRock |  | Subscribe to watch more from our #IamanAssetManager Series. |  | Learn more about the opportunities available at BlackRock: | https://bit.ly/2FoLOyC  |  | Join the conversation! | Twitter: https://twitter.com/blackrock  | Facebook: https://www.facebook.com/blackrock/  | LinkedIn: https://www.linkedin.com/company/blackrock/ | Instagram: https://www.instagram.com/blackrock/",https://i.ytimg.com/vi/82lSinALtOE/maxresdefault.jpg,"blackrock,finance,Women in Asset Management,Women in finance,Product Strategist,Analyst at BlackRock,Working at BlackRock,We are BlackRock,BlackRock,BlackRock employees,Women at BlackRock,Working in Finance,Girlboss,Career Plans,Career Goals,Career Advice",00:00:32,32,1524,6,1,0,0,7,0.004593176,404
ACIavgaYwJs,https://www.youtube.com/watch?v=ACIavgaYwJs,HSBC,https://www.youtube.com/channel/UCTbuSzdKMgyVRjlr1EWE-gg,27,Education,HSBC Navigator: Growth,"Are you optimistic about the #future? |   | Find out what other businesses are saying in the new #HSBCNavigator so you can be Made for the Future. |  | Visit https://www.business.hsbc.com/navigator?cid=HBEU:RA:1743:V0:CMB:L14:XXG:BIZ:14:XX:16:0719:005:NAV19 |  | Subscribe to HSBC YouTube channel here ➤ http://grp.hsbc/subscribe |  | HSBC is one of the largest banking and financial services organisation in the world, proudly serving more than 40 million customers. On this channel, we're sharing information about our brand and values, our sponsorships and technology stories, and what it's like to work for us.  |  | Connect with us to get our latest updates:  | Visit our website: https://www.hsbc.com/  | Follow us on LinkedIn: https://www.linkedin.com/company/hsbc | Like us on Facebook: https://www.facebook.com/hsbc | Follow us on Twitter: https://twitter.com/HSBC | Follow us on Instagram: https://www.instagram.com/hsbc",https://i.ytimg.com/vi/ACIavgaYwJs/maxresdefault.jpg,"HSBC,HSBC Navigator,HSBC Business,Business Growth,Business Minds,Business Success",00:00:20,20,519957,0,0,0,0,0,0.0,419
BXsmJs2HHaU,https://www.youtube.com/watch?v=BXsmJs2HHaU,Schroders,https://www.youtube.com/channel/UCPGDAxQL05T8C29a621ySbw,17,Sports,Schroders Battle of the Brits promotional video,"Schroders Battle of the Brits is on 23-28 June, in partnership with Jamie Murray in support of NHS Charities Together |  | #battleofthebrits",https://i.ytimg.com/vi/BXsmJs2HHaU/maxresdefault.jpg,"tennis,schroders,battle of the brits,jamie murray,andy murray,sport,charity,NHS,NHS Charities Together",00:00:14,14,334,5,2,0,0,7,0.020958084,421
W4YdCpCEPjU,https://www.youtube.com/watch?v=W4YdCpCEPjU,Aberdeen Standard Investments,https://www.youtube.com/channel/UCRzkBhJvxmxpNh8Up7tZDNw,24,Entertainment,Aberdeen Standard Investments and The 2018 Ryder Cup,"Proud Worldwide Partner of the 2018 Ryder Cup at Le Golf National, near Paris, from 28-30 September, 2018. |  | Find out more about Aberdeen Standard Investments at: www.aberdeenstandard.com",https://i.ytimg.com/vi/W4YdCpCEPjU/maxresdefault.jpg,"golf,ryder cup,aberdeen standard investments",00:00:10,10,65,0,0,0,0,0,0.0,423
